"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9N0","2020-04-09 02:00:00","75.000","236.000","1.200","20.700","0.790","1006.800","","0.000","-99.000","-99.000","-99.000","21.100","","20.700",""
"C0F9T0","2020-04-09 02:00:00","111.000","333.000","0.800","18.900","0.830","1002.000","","0.000","-99.000","-99.000","-99.000","19.400","","18.800",""
"C0S710","2020-04-09 02:00:00","382.000","346.000","1.300","18.100","0.930","973.500","","0.000","-99.000","-99.000","-99.000","18.100","","18.000",""
"C0M680","2020-04-09 02:00:00","37.000","32.000","0.500","18.700","0.940","1013.000","","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0X220","2020-04-09 02:00:00","26.000","8.000","1.600","19.100","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","19.400","","19.100",""
"C0R560","2020-04-09 02:00:00","22.000","333.000","1.400","21.400","0.810","1013.700","","0.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0F9P0","2020-04-09 02:00:00","26.000","59.000","1.900","18.900","0.850","1013.400","","0.000","-99.000","-99.000","-99.000","19.400","","18.900",""
"C0O970","2020-04-09 02:00:00","71.000","89.000","0.700","19.000","0.940","1007.700","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0F0B0","2020-04-09 02:00:00","311.000","0.000","0.000","18.400","0.920","980.000","","0.000","-99.000","-99.000","-99.000","18.800","","18.300",""
"C0R700","2020-04-09 02:00:00","19.000","54.000","2.900","20.700","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0R620","2020-04-09 02:00:00","34.000","22.000","2.000","22.400","0.840","1012.100","","0.000","-99.000","-99.000","-99.000","22.500","","22.200",""
"C0C660","2020-04-09 02:00:00","176.000","13.000","1.600","17.800","0.880","996.200","","0.000","-99.000","-99.000","-99.000","18.300","","17.800",""
"C0SA10","2020-04-09 02:00:00","411.000","329.000","1.900","17.900","0.920","969.300","","0.000","-99.000","-99.000","-99.000","17.900","","17.500",""
"C0M740","2020-04-09 02:00:00","15.000","64.000","1.000","18.900","0.860","1013.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.800",""
"C0AH90","2020-04-09 02:00:00","660.000","0.000","0.000","14.500","0.990","944.300","","0.000","-99.000","-99.000","-99.000","14.500","","14.500",""
"C0W150","2020-04-09 02:00:00","42.000","21.000","2.100","17.000","0.500","1013.900","","0.000","-99.000","-99.000","-99.000","17.700","","17.000",""
"C0K410","2020-04-09 02:00:00","20.000","59.000","1.900","19.200","0.790","1012.400","","0.000","-99.000","-99.000","-99.000","19.400","","19.000",""
"C0R140","2020-04-09 02:00:00","740.000","325.000","1.100","17.100","0.940","934.900","","0.000","-99.000","-99.000","-99.000","17.900","","17.100",""
"C0V800","2020-04-09 02:00:00","256.000","0.000","0.100","20.600","0.900","984.800","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0S830","2020-04-09 02:00:00","288.000","259.000","1.400","19.500","0.850","984.400","","0.000","-99.000","-99.000","-99.000","19.800","","19.100",""
"C0S920","2020-04-09 02:00:00","98.000","302.000","0.500","19.100","0.930","1000.000","","0.000","-99.000","-99.000","-99.000","19.900","","19.000",""
"C0V640","2020-04-09 02:00:00","35.000","56.000","1.800","20.900","0.890","1011.700","","0.000","-99.000","-99.000","-99.000","21.400","","20.900",""
"C0AH80","2020-04-09 02:00:00","68.000","0.000","0.000","17.300","0.980","1008.300","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0K250","2020-04-09 02:00:00","12.000","40.000","0.500","17.700","0.920","1014.500","","0.000","-99.000","-99.000","-99.000","18.500","","17.700",""
"C0R840","2020-04-09 02:00:00","536.000","51.000","2.200","17.900","-99.000","955.200","","0.000","-99.000","-99.000","-99.000","18.000","","17.600",""
"C0I410","2020-04-09 02:00:00","180.000","206.000","1.000","18.500","0.960","994.600","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0M410","2020-04-09 02:00:00","245.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9Z0","2020-04-09 02:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-09 02:00:00","26.000","71.000","0.500","19.400","0.830","1012.600","","0.000","-99.000","-99.000","-99.000","19.900","","19.400",""
"C0U650","2020-04-09 02:00:00","442.000","264.000","0.900","15.800","0.960","966.600","","0.000","-99.000","-99.000","-99.000","16.000","","15.700",""
"C0D660","2020-04-09 02:00:00","65.000","40.000","0.500","18.700","0.800","1008.700","","0.000","-99.000","-99.000","-99.000","18.800","","18.600",""
"C0E540","2020-04-09 02:00:00","32.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0W170","2020-04-09 02:00:00","42.000","11.000","5.700","14.700","0.810","1012.900","","0.000","-99.000","-99.000","-99.000","14.900","","14.700",""
"C0Z150","2020-04-09 02:00:00","27.000","246.000","2.400","19.600","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","20.300","","19.600",""
"C0S840","2020-04-09 02:00:00","22.000","266.000","1.700","19.400","0.960","1014.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0H9A0","2020-04-09 02:00:00","1595.000","20.000","0.500","12.100","0.970","847.500","","0.000","-99.000","-99.000","-99.000","12.200","","11.400",""
"C0Z300","2020-04-09 02:00:00","182.000","0.000","0.000","18.000","0.990","996.700","","0.000","-99.000","-99.000","-99.000","19.000","","18.000",""
"C0G730","2020-04-09 02:00:00","27.000","45.000","1.100","17.900","0.940","1013.300","","0.000","-99.000","-99.000","-99.000","18.600","","17.900",""
"C0V730","2020-04-09 02:00:00","33.000","3.000","1.400","21.700","0.910","1012.600","","0.000","-99.000","-99.000","-99.000","22.000","","21.600",""
"C0SA00","2020-04-09 02:00:00","466.000","322.000","1.300","16.900","1.000","963.000","","0.000","-99.000","-99.000","-99.000","17.100","","16.800",""
"C0S900","2020-04-09 02:00:00","27.000","74.000","2.100","22.700","0.880","1013.300","","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0C480","2020-04-09 02:00:00","105.000","0.000","0.000","17.800","0.880","1004.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0V720","2020-04-09 02:00:00","15.000","41.000","1.100","22.700","0.760","1014.100","","0.000","-99.000","-99.000","-99.000","22.900","","22.700",""
"C0UA60","2020-04-09 02:00:00","566.000","282.000","3.400","16.200","0.900","951.500","","0.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0A980","2020-04-09 02:00:00","11.000","0.000","0.000","18.600","0.880","1016.300","","0.500","-99.000","-99.000","-99.000","19.100","","18.500",""
"C0C670","2020-04-09 02:00:00","250.000","12.000","1.200","16.500","0.890","987.800","","0.000","-99.000","-99.000","-99.000","16.900","","16.500",""
"C0K550","2020-04-09 02:00:00","15.000","0.000","0.000","18.600","0.870","1014.200","","0.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0R350","2020-04-09 02:00:00","35.000","334.000","0.900","20.000","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","21.200","","20.000",""
"C0T9F0","2020-04-09 02:00:00","251.000","0.000","0.100","18.300","0.920","987.300","","0.000","-99.000","-99.000","-99.000","18.400","","18.200",""
"C0D390","2020-04-09 02:00:00","146.000","0.000","0.000","16.800","0.930","997.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.800",""
"C0E430","2020-04-09 02:00:00","258.000","0.000","0.000","16.200","0.950","989.800","","0.000","-99.000","-99.000","-99.000","16.400","","16.200",""
"C0O990","2020-04-09 02:00:00","18.000","27.000","1.000","19.900","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","20.200","","19.900",""
"CM0010","2020-04-09 02:00:00","68.000","42.000","0.700","18.500","0.820","1009.400","","0.500","-99.000","-99.000","-99.000","18.600","","18.400",""
"C0K500","2020-04-09 02:00:00","12.000","69.000","0.600","18.500","0.900","1013.200","","0.000","-99.000","-99.000","-99.000","19.200","","18.500",""
"C0X260","2020-04-09 02:00:00","39.000","53.000","0.500","18.900","0.920","1011.700","","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0ACA0","2020-04-09 02:00:00","25.000","78.000","1.200","18.500","0.920","1012.800","","0.500","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0X180","2020-04-09 02:00:00","62.000","0.000","0.000","19.300","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0F930","2020-04-09 02:00:00","100.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I010","2020-04-09 02:00:00","1562.000","157.000","1.600","12.600","0.960","849.800","","0.000","-99.000","-99.000","-99.000","12.900","","12.500",""
"C0R190","2020-04-09 02:00:00","32.000","45.000","1.100","21.200","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0E420","2020-04-09 02:00:00","19.000","42.000","0.500","18.200","0.800","1012.100","","0.000","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0I460","2020-04-09 02:00:00","110.000","197.000","0.900","19.300","0.920","1003.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0A9F0","2020-04-09 02:00:00","35.000","0.000","0.100","18.900","0.850","1013.300","","0.000","-99.000","-99.000","-99.000","18.900","","18.600",""
"C0F9A0","2020-04-09 02:00:00","425.000","0.000","0.200","18.100","0.920","967.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.100",""
"C0O950","2020-04-09 02:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M760","2020-04-09 02:00:00","40.000","0.000","0.200","19.300","0.870","1011.300","","0.000","-99.000","-99.000","-99.000","19.900","","19.300",""
"C0AH70","2020-04-09 02:00:00","34.000","91.000","0.900","18.700","0.810","1013.300","","0.500","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0V250","2020-04-09 02:00:00","298.000","183.000","0.800","19.600","0.970","981.200","","0.000","-99.000","-99.000","-99.000","19.600","","19.000",""
"C0U980","2020-04-09 02:00:00","573.000","271.000","1.300","14.700","1.000","952.400","","0.000","-99.000","-99.000","-99.000","14.800","","14.500",""
"C0S740","2020-04-09 02:00:00","289.000","0.000","0.000","17.400","0.980","984.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.400",""
"C0A940","2020-04-09 02:00:00","49.000","0.000","0.100","17.000","0.990","1011.800","","0.500","-99.000","-99.000","-99.000","17.400","","17.000",""
"C0A920","2020-04-09 02:00:00","196.000","100.000","1.000","16.900","0.940","994.100","","0.000","-99.000","-99.000","-99.000","17.100","","16.800",""
"C0T870","2020-04-09 02:00:00","135.000","0.000","0.000","17.200","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","18.100","","17.200",""
"C0O930","2020-04-09 02:00:00","69.000","303.000","0.400","19.200","1.000","1007.600","","0.000","-99.000","-99.000","-99.000","19.300","","19.000",""
"C0AI40","2020-04-09 02:00:00","37.000","347.000","2.200","18.500","0.830","1013.000","","0.500","-99.000","-99.000","-99.000","19.900","","18.500",""
"C0C460","2020-04-09 02:00:00","482.000","0.000","0.000","15.700","0.970","961.900","","0.000","-99.000","-99.000","-99.000","15.700","","15.500",""
"C0T9D0","2020-04-09 02:00:00","7.000","0.000","0.000","18.400","0.950","1015.800","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0I390","2020-04-09 02:00:00","1184.000","0.000","0.000","15.300","0.990","887.900","","0.000","-99.000","-99.000","-99.000","15.500","","14.900",""
"C0B020","2020-04-09 02:00:00","86.000","8.000","3.400","18.300","0.840","1005.300","","-99.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"CM0170","2020-04-09 02:00:00","106.000","0.000","0.000","18.200","0.990","1004.600","","0.000","-99.000","-99.000","-99.000","18.500","","18.200",""
"C0F860","2020-04-09 02:00:00","2215.000","214.000","1.800","8.800","1.000","781.700","","0.000","-99.000","-99.000","-99.000","9.300","","8.800",""
"C0U890","2020-04-09 02:00:00","116.000","263.000","1.700","17.800","0.990","1004.300","","0.000","-99.000","-99.000","-99.000","18.000","","17.800",""
"C0G800","2020-04-09 02:00:00","15.000","50.000","1.400","18.400","0.910","1014.000","","0.000","-99.000","-99.000","-99.000","18.900","","18.400",""
"C0F850","2020-04-09 02:00:00","379.000","0.000","0.000","18.900","0.940","972.100","","0.000","-99.000","-99.000","-99.000","19.100","","18.800",""
"C0AH50","2020-04-09 02:00:00","275.000","85.000","2.100","16.300","0.990","984.600","","0.000","-99.000","-99.000","-99.000","16.800","","16.300",""
"C0Z160","2020-04-09 02:00:00","124.000","137.000","0.600","19.000","0.910","1005.000","","0.000","-99.000","-99.000","-99.000","19.200","","19.000",""
"C0R540","2020-04-09 02:00:00","17.000","337.000","1.100","22.000","0.900","1013.400","","0.000","-99.000","-99.000","-99.000","22.100","","21.900",""
"C0K480","2020-04-09 02:00:00","56.000","65.000","0.500","18.800","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","19.200","","18.700",""
"C0H890","2020-04-09 02:00:00","440.000","0.000","0.000","19.200","0.890","965.000","","0.000","-99.000","-99.000","-99.000","19.500","","19.100",""
"C0S770","2020-04-09 02:00:00","375.000","285.000","0.400","17.000","1.000","973.000","","0.000","-99.000","-99.000","-99.000","17.600","","17.000",""
"C0B010","2020-04-09 02:00:00","38.000","54.000","1.400","17.800","1.000","1010.300","","0.000","-99.000","-99.000","-99.000","17.900","","17.800",""
"C0R490","2020-04-09 02:00:00","49.000","0.000","0.000","21.600","0.860","1009.600","","0.000","-99.000","-99.000","-99.000","21.800","","21.500",""
"C0V440","2020-04-09 02:00:00","27.000","307.000","0.400","-99.000","0.880","1012.100","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA40","2020-04-09 02:00:00","200.000","0.000","0.100","18.500","0.950","993.500","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0Z280","2020-04-09 02:00:00","224.000","233.000","0.500","18.400","0.990","992.100","","0.000","-99.000","-99.000","-99.000","19.300","","18.400",""
"C0Z070","2020-04-09 02:00:00","247.000","0.000","0.000","18.300","0.990","987.300","","0.000","-99.000","-99.000","-99.000","18.600","","18.300",""
"CM0180","2020-04-09 02:00:00","313.000","0.000","0.000","19.500","0.910","980.800","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0T9N0","2020-04-09 02:00:00","261.000","338.000","0.400","18.800","0.930","986.600","","0.000","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0K470","2020-04-09 02:00:00","97.000","0.000","0.000","18.200","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","18.400","","18.000",""
"C0R720","2020-04-09 02:00:00","214.000","346.000","1.800","20.300","0.860","991.500","","0.000","-99.000","-99.000","-99.000","20.500","","20.300",""
"C0V650","2020-04-09 02:00:00","28.000","41.000","2.500","20.800","0.850","1014.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.800",""
"C0H9C0","2020-04-09 02:00:00","3402.000","306.000","1.000","0.600","1.000","676.300","","0.500","-99.000","-99.000","-99.000","0.700","","0.500",""
"C0U780","2020-04-09 02:00:00","15.000","289.000","0.700","18.600","0.990","1015.600","","0.000","-99.000","-99.000","-99.000","18.600","","18.500",""
"C0U760","2020-04-09 02:00:00","22.000","0.000","0.200","18.900","0.960","1015.100","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0E830","2020-04-09 02:00:00","37.000","64.000","1.700","18.600","0.760","1011.400","","0.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0K330","2020-04-09 02:00:00","38.000","0.000","0.200","18.800","0.920","1011.000","","0.000","-99.000","-99.000","-99.000","19.200","","18.800",""
"C0M660","2020-04-09 02:00:00","40.000","19.000","0.800","18.700","0.880","1011.700","","0.000","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0D580","2020-04-09 02:00:00","120.000","0.000","0.000","16.400","0.960","1002.400","","0.000","-99.000","-99.000","-99.000","16.400","","16.300",""
"C0R640","2020-04-09 02:00:00","21.000","34.000","1.800","22.200","0.820","1013.300","","0.000","-99.000","-99.000","-99.000","22.500","","22.100",""
"C0E810","2020-04-09 02:00:00","53.000","0.000","0.100","17.000","0.970","1010.600","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0G830","2020-04-09 02:00:00","27.000","26.000","1.000","18.500","1.000","1011.000","","0.000","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0A550","2020-04-09 02:00:00","422.000","0.000","0.000","15.300","1.000","969.300","","0.000","-99.000","-99.000","-99.000","15.300","","15.000",""
"C0G750","2020-04-09 02:00:00","31.000","26.000","0.800","18.300","0.850","1013.000","","-99.000","-99.000","-99.000","-99.000","18.900","","18.300",""
"C0Z270","2020-04-09 02:00:00","343.000","300.000","0.800","18.200","0.940","977.400","","0.000","-99.000","-99.000","-99.000","18.400","","18.100",""
"C0UA30","2020-04-09 02:00:00","1397.000","124.000","1.100","10.600","1.000","862.400","","0.000","-99.000","-99.000","-99.000","11.100","","10.600",""
"C0I080","2020-04-09 02:00:00","536.000","0.000","0.000","18.200","0.910","957.800","","0.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0UA00","2020-04-09 02:00:00","392.000","290.000","1.200","16.200","0.960","972.900","","0.000","-99.000","-99.000","-99.000","16.200","","16.000",""
"C0AD40","2020-04-09 02:00:00","32.000","58.000","1.900","18.200","0.890","1013.000","","1.500","-99.000","-99.000","-99.000","18.800","","18.200",""
"C0G900","2020-04-09 02:00:00","20.000","48.000","1.400","20.000","0.810","1012.700","","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0S660","2020-04-09 02:00:00","794.000","240.000","0.800","15.600","0.990","928.900","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0M640","2020-04-09 02:00:00","155.000","0.000","0.000","18.700","0.990","997.800","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0R660","2020-04-09 02:00:00","20.000","34.000","1.900","21.900","0.880","1013.800","","0.000","-99.000","-99.000","-99.000","22.400","","21.800",""
"C0UA10","2020-04-09 02:00:00","1711.000","0.000","0.200","9.200","1.000","833.300","","0.000","-99.000","-99.000","-99.000","9.500","","9.000",""
"C0V770","2020-04-09 02:00:00","26.000","34.000","0.400","20.800","0.810","1012.600","","0.000","-99.000","-99.000","-99.000","21.000","","20.700",""
"C0E730","2020-04-09 02:00:00","26.000","139.000","1.000","18.200","0.860","1011.800","","0.000","-99.000","-99.000","-99.000","18.800","","18.200",""
"C0V810","2020-04-09 02:00:00","32.000","0.000","0.000","21.000","0.830","1011.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.900",""
"C0A9C0","2020-04-09 02:00:00","35.000","8.000","0.400","19.100","0.840","1013.300","","0.500","-99.000","-99.000","-99.000","19.800","","19.100",""
"C0X310","2020-04-09 02:00:00","9.000","37.000","2.700","20.000","0.830","1015.200","","0.000","-99.000","-99.000","-99.000","20.400","","20.000",""
"C0K280","2020-04-09 02:00:00","23.000","48.000","0.800","18.000","0.990","1015.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.000",""
"C0M650","2020-04-09 02:00:00","20.000","33.000","1.400","18.700","0.870","1013.700","","0.000","-99.000","-99.000","-99.000","19.100","","18.700",""
"C0S910","2020-04-09 02:00:00","212.000","0.000","0.200","21.100","0.990","993.000","","0.500","-99.000","-99.000","-99.000","22.200","","20.900",""
"C0D570","2020-04-09 02:00:00","15.000","0.000","0.000","17.900","0.890","1014.600","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0M710","2020-04-09 02:00:00","15.000","53.000","1.200","19.300","0.830","1013.900","","0.000","-99.000","-99.000","-99.000","19.700","","19.300",""
"C0V490","2020-04-09 02:00:00","20.000","354.000","1.100","21.800","0.770","1013.600","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0E870","2020-04-09 02:00:00","34.000","0.000","0.000","17.800","0.950","1014.000","","0.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0M800","2020-04-09 02:00:00","440.000","52.000","0.300","18.700","0.940","966.300","","0.000","-99.000","-99.000","-99.000","19.100","","18.700",""
"C0A570","2020-04-09 02:00:00","360.000","0.000","0.100","15.400","0.990","975.700","","0.000","-99.000","-99.000","-99.000","15.400","","15.400",""
"C0S790","2020-04-09 02:00:00","236.000","287.000","1.600","18.700","0.890","990.600","","0.000","-99.000","-99.000","-99.000","18.700","","18.300",""
"C0D590","2020-04-09 02:00:00","143.000","50.000","2.200","17.700","0.890","1000.700","","0.000","-99.000","-99.000","-99.000","17.700","","17.600",""
"C0U990","2020-04-09 02:00:00","31.000","69.000","0.400","18.700","0.920","1014.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.700",""
"C0M700","2020-04-09 02:00:00","150.000","108.000","0.500","18.700","0.980","999.000","","0.000","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0A970","2020-04-09 02:00:00","96.000","328.000","3.600","17.600","0.990","1006.400","","0.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"CM0110","2020-04-09 02:00:00","7.000","57.000","0.900","19.100","0.730","1015.200","","-99.000","-99.000","-99.000","-99.000","19.800","","19.100",""
"C0S940","2020-04-09 02:00:00","150.000","37.000","1.200","20.500","0.840","998.100","","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0X250","2020-04-09 02:00:00","33.000","42.000","1.200","19.200","0.840","1011.900","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0K520","2020-04-09 02:00:00","10.000","39.000","1.000","19.200","0.840","1013.600","","0.000","-99.000","-99.000","-99.000","19.400","","19.200",""
"C0Z200","2020-04-09 02:00:00","153.000","192.000","0.300","18.500","0.990","999.500","","0.000","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0V740","2020-04-09 02:00:00","60.000","312.000","1.600","20.500","0.920","1009.900","","0.000","-99.000","-99.000","-99.000","20.800","","20.400",""
"C0V790","2020-04-09 02:00:00","410.000","0.000","0.000","19.500","0.870","968.300","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0G860","2020-04-09 02:00:00","45.000","104.000","0.500","19.400","0.850","1010.000","","0.000","-99.000","-99.000","-99.000","20.100","","19.400",""
"C0C630","2020-04-09 02:00:00","209.000","38.000","1.300","17.100","0.880","992.300","","0.000","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0X100","2020-04-09 02:00:00","10.000","360.000","2.000","20.400","0.880","1012.800","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0K560","2020-04-09 02:00:00","117.000","136.000","0.600","18.300","0.920","1002.800","","0.000","-99.000","-99.000","-99.000","18.900","","18.300",""
"C0M840","2020-04-09 02:00:00","578.000","0.000","0.000","18.400","0.900","950.500","","-99.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0R150","2020-04-09 02:00:00","105.000","0.000","0.000","20.500","0.980","1002.500","","0.000","-99.000","-99.000","-99.000","21.000","","20.500",""
"C0S690","2020-04-09 02:00:00","522.000","253.000","0.800","17.900","0.950","956.700","","0.000","-99.000","-99.000","-99.000","18.100","","17.800",""
"C0U870","2020-04-09 02:00:00","474.000","0.000","0.000","16.400","0.900","963.400","","0.000","-99.000","-99.000","-99.000","16.500","","16.000",""
"C0A520","2020-04-09 02:00:00","48.000","51.000","2.400","18.500","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0X130","2020-04-09 02:00:00","27.000","14.000","0.800","20.000","0.880","1012.100","","0.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0V400","2020-04-09 02:00:00","56.000","53.000","2.100","20.700","0.900","1008.700","","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0UA40","2020-04-09 02:00:00","1121.000","194.000","0.500","12.800","0.990","891.600","","0.000","-99.000","-99.000","-99.000","13.000","","12.800",""
"C0G720","2020-04-09 02:00:00","50.000","77.000","0.900","18.600","0.860","1009.500","","0.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0G890","2020-04-09 02:00:00","24.000","40.000","2.300","19.200","0.870","1012.700","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0I540","2020-04-09 02:00:00","3344.000","-99.000","-99.000","1.600","1.000","681.000","","-99.000","-99.000","-99.000","-99.000","1.600","","1.300",""
"C0K390","2020-04-09 02:00:00","31.000","69.000","1.000","18.700","0.840","1012.100","","0.000","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0T9A0","2020-04-09 02:00:00","498.000","312.000","0.600","16.100","0.990","959.800","","0.000","-99.000","-99.000","-99.000","16.400","","16.100",""
"C0AH40","2020-04-09 02:00:00","426.000","321.000","1.200","16.600","0.960","965.500","","0.500","10.100","44.000","","16.800","","16.500",""
"C0X280","2020-04-09 02:00:00","22.000","60.000","1.500","19.400","0.850","1013.200","","0.000","-99.000","-99.000","-99.000","19.800","","19.400",""
"C0V620","2020-04-09 02:00:00","18.000","20.000","1.600","20.700","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","20.900","","20.700",""
"C0H960","2020-04-09 02:00:00","120.000","216.000","0.700","19.400","0.950","1000.500","","0.000","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0M530","2020-04-09 02:00:00","1385.000","190.000","0.700","13.900","0.960","870.200","","0.000","-99.000","-99.000","-99.000","14.200","","13.900",""
"C0R170","2020-04-09 02:00:00","26.000","0.000","0.000","21.800","1.000","1013.000","","0.000","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0I420","2020-04-09 02:00:00","305.000","0.000","0.000","19.300","0.910","980.600","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0A640","2020-04-09 02:00:00","241.000","0.000","0.000","16.500","0.950","991.100","","0.000","-99.000","-99.000","-99.000","16.600","","16.300",""
"C0A930","2020-04-09 02:00:00","216.000","219.000","0.700","16.400","0.990","990.600","","0.500","-99.000","-99.000","-99.000","16.700","","16.400",""
"C0F9M0","2020-04-09 02:00:00","230.000","303.000","0.600","18.000","0.940","989.100","","0.000","-99.000","-99.000","-99.000","19.000","","17.500",""
"C0AC40","2020-04-09 02:00:00","1079.000","93.000","3.300","11.700","0.990","894.900","","2.000","-99.000","-99.000","-99.000","12.100","","11.700",""
"C0T9M0","2020-04-09 02:00:00","92.000","316.000","2.500","20.100","0.890","1007.200","","0.000","-99.000","-99.000","-99.000","20.700","","20.000",""
"C0S960","2020-04-09 02:00:00","32.000","298.000","3.200","21.700","0.780","1011.900","","0.000","-99.000","-99.000","-99.000","22.100","","21.300",""
"C0K430","2020-04-09 02:00:00","30.000","20.000","1.100","18.800","0.910","1013.100","","0.000","-99.000","-99.000","-99.000","18.900","","18.600",""
"C0Z170","2020-04-09 02:00:00","199.000","257.000","0.500","19.200","1.000","995.000","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0Z100","2020-04-09 02:00:00","36.000","251.000","0.700","19.000","0.970","1013.600","","0.000","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0U710","2020-04-09 02:00:00","1942.000","170.000","0.500","7.700","0.990","808.600","","0.000","-99.000","-99.000","-99.000","7.700","","7.400",""
"C0SA30","2020-04-09 02:00:00","92.000","276.000","2.100","20.700","0.780","1005.900","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
