"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R190","2020-04-09 15:00:00","32.000","187.000","1.900","28.000","0.540","1010.400","","0.000","-99.000","-99.000","-99.000","29.300","","19.500",""
"C0E420","2020-04-09 15:00:00","19.000","40.000","3.400","24.500","0.440","1012.400","","0.000","-99.000","-99.000","-99.000","24.800","","17.800",""
"C0I460","2020-04-09 15:00:00","110.000","21.000","3.000","27.100","0.430","1002.300","","0.000","-99.000","-99.000","-99.000","27.100","","19.100",""
"C0A9F0","2020-04-09 15:00:00","35.000","83.000","2.300","22.600","0.620","1014.600","","1.500","-99.000","-99.000","-99.000","23.400","","17.500",""
"C0F9A0","2020-04-09 15:00:00","425.000","342.000","1.500","24.900","0.490","966.800","","0.000","7.400","304.000","","25.700","","17.200",""
"C0O950","2020-04-09 15:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M760","2020-04-09 15:00:00","40.000","351.000","1.900","26.900","0.530","1010.400","","0.000","-99.000","-99.000","-99.000","26.900","","18.100",""
"C0AH70","2020-04-09 15:00:00","34.000","77.000","2.100","22.800","0.540","1014.600","","1.500","-99.000","-99.000","-99.000","23.200","","18.000",""
"C0V250","2020-04-09 15:00:00","298.000","320.000","1.500","29.400","0.420","979.900","","0.000","-99.000","-99.000","-99.000","30.100","","17.700",""
"C0U980","2020-04-09 15:00:00","573.000","117.000","1.300","18.600","0.830","954.200","","0.000","-99.000","-99.000","-99.000","20.100","","13.600",""
"C0S740","2020-04-09 15:00:00","289.000","30.000","3.500","18.000","0.950","985.000","","0.000","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0A940","2020-04-09 15:00:00","49.000","38.000","1.200","21.900","0.810","1013.300","","3.000","-99.000","-99.000","-99.000","22.900","","15.800",""
"C0A920","2020-04-09 15:00:00","196.000","66.000","3.000","20.800","0.770","995.500","","0.500","-99.000","-99.000","-99.000","21.500","","15.500",""
"C0T870","2020-04-09 15:00:00","135.000","197.000","0.300","19.900","0.760","1001.900","","0.000","-99.000","-99.000","-99.000","20.000","","17.200",""
"C0O930","2020-04-09 15:00:00","69.000","300.000","1.700","28.900","0.540","1006.000","","0.000","-99.000","-99.000","-99.000","29.900","","17.800",""
"C0AI40","2020-04-09 15:00:00","37.000","64.000","4.000","23.000","0.540","1014.000","","2.000","-99.000","-99.000","-99.000","23.600","","17.900",""
"C0C460","2020-04-09 15:00:00","482.000","0.000","0.000","20.700","0.590","963.200","","1.500","-99.000","-99.000","-99.000","20.700","","14.600",""
"C0T9D0","2020-04-09 15:00:00","7.000","41.000","0.700","21.100","0.690","1017.000","","0.000","-99.000","-99.000","-99.000","23.200","","18.000",""
"C0I390","2020-04-09 15:00:00","1184.000","253.000","2.100","21.700","0.600","887.200","","0.000","8.600","280.000","","22.600","","14.600",""
"C0B020","2020-04-09 15:00:00","86.000","5.000","2.300","20.600","0.720","1007.100","","-99.000","-99.000","-99.000","-99.000","21.500","","16.800",""
"CM0170","2020-04-09 15:00:00","106.000","260.000","3.100","26.300","0.500","1003.500","","0.000","-99.000","-99.000","-99.000","26.300","","17.700",""
"C0F860","2020-04-09 15:00:00","2215.000","215.000","2.900","13.600","0.740","781.900","","0.000","-99.000","-99.000","-99.000","14.500","","8.800",""
"C0U890","2020-04-09 15:00:00","116.000","275.000","3.100","21.100","0.710","1006.100","","0.000","-99.000","-99.000","-99.000","21.300","","17.400",""
"C0G800","2020-04-09 15:00:00","15.000","18.000","5.900","24.000","0.620","1013.300","","0.000","12.200","355.000","","24.300","","18.000",""
"C0F850","2020-04-09 15:00:00","379.000","49.000","0.800","25.700","0.420","971.300","","0.000","-99.000","-99.000","-99.000","25.700","","17.500",""
"C0AH50","2020-04-09 15:00:00","275.000","90.000","2.800","21.000","0.670","986.000","","0.000","-99.000","-99.000","-99.000","21.200","","15.200",""
"C0Z160","2020-04-09 15:00:00","124.000","291.000","1.600","20.800","0.650","1006.900","","0.000","-99.000","-99.000","-99.000","21.900","","18.000",""
"C0R540","2020-04-09 15:00:00","17.000","232.000","2.400","26.800","0.620","1012.700","","0.000","-99.000","-99.000","-99.000","27.600","","20.800",""
"C0K480","2020-04-09 15:00:00","56.000","332.000","4.400","25.300","0.580","1008.100","","0.000","-99.000","-99.000","-99.000","25.400","","17.500",""
"C0H890","2020-04-09 15:00:00","440.000","271.000","2.200","25.200","0.530","963.900","","0.000","-99.000","-99.000","-99.000","25.800","","18.600",""
"C0S770","2020-04-09 15:00:00","375.000","112.000","1.300","19.100","0.960","973.500","","1.000","-99.000","-99.000","-99.000","24.400","","17.000",""
"C0X230","2020-04-09 15:00:00","29.000","349.000","5.000","25.600","0.540","1013.000","","0.000","-99.000","-99.000","-99.000","26.500","","17.900",""
"C0B010","2020-04-09 15:00:00","38.000","34.000","5.400","21.400","0.710","1011.800","","1.500","-99.000","-99.000","-99.000","22.100","","16.800",""
"C0R490","2020-04-09 15:00:00","49.000","261.000","4.800","28.600","0.480","1008.000","","0.000","-99.000","-99.000","-99.000","28.800","","20.300",""
"C0V440","2020-04-09 15:00:00","27.000","293.000","1.900","-99.000","0.620","1011.100","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA40","2020-04-09 15:00:00","200.000","329.000","0.900","18.800","0.970","994.700","","0.500","-99.000","-99.000","-99.000","22.100","","18.200",""
"C0Z280","2020-04-09 15:00:00","224.000","305.000","0.900","18.500","0.990","993.800","","0.000","-99.000","-99.000","-99.000","21.200","","17.900",""
"C0Z070","2020-04-09 15:00:00","247.000","351.000","3.600","17.600","0.990","989.100","","0.500","-99.000","-99.000","-99.000","21.000","","17.600",""
"CM0180","2020-04-09 15:00:00","313.000","115.000","0.900","27.200","0.530","979.400","","0.000","-99.000","-99.000","-99.000","28.200","","18.000",""
"C0T9N0","2020-04-09 15:00:00","261.000","26.000","1.800","17.800","0.980","987.900","","0.000","-99.000","-99.000","-99.000","20.700","","17.200",""
"C0K470","2020-04-09 15:00:00","97.000","300.000","2.300","26.400","0.510","1003.400","","0.000","-99.000","-99.000","-99.000","26.900","","17.100",""
"C0R720","2020-04-09 15:00:00","214.000","359.000","6.500","21.100","0.930","991.900","","7.500","-99.000","-99.000","-99.000","24.300","","20.000",""
"C0V650","2020-04-09 15:00:00","28.000","338.000","5.100","25.900","0.630","1013.500","","0.000","-99.000","-99.000","-99.000","26.500","","19.400",""
"C0H9C0","2020-04-09 15:00:00","3402.000","301.000","0.900","3.300","1.000","677.500","","1.000","-99.000","-99.000","-99.000","3.500","","0.500",""
"C0U780","2020-04-09 15:00:00","15.000","29.000","1.000","22.100","0.630","1017.300","","0.000","-99.000","-99.000","-99.000","22.800","","18.000",""
"C0U760","2020-04-09 15:00:00","22.000","353.000","0.500","21.700","0.590","1016.800","","0.000","-99.000","-99.000","-99.000","23.000","","18.700",""
"C0E830","2020-04-09 15:00:00","37.000","26.000","3.900","25.600","0.350","1011.000","","0.000","10.300","51.000","","25.600","","18.500",""
"C0K330","2020-04-09 15:00:00","38.000","344.000","2.800","26.100","0.480","1010.200","","0.000","-99.000","-99.000","-99.000","26.500","","17.800",""
"C0M660","2020-04-09 15:00:00","40.000","329.000","4.400","25.700","0.540","1010.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.700",""
"C0D580","2020-04-09 15:00:00","120.000","0.000","0.000","23.900","0.550","1002.800","","0.000","-99.000","-99.000","-99.000","24.100","","16.300",""
"C0R640","2020-04-09 15:00:00","21.000","288.000","3.600","26.000","0.710","1012.500","","0.000","-99.000","-99.000","-99.000","26.600","","21.300",""
"C0E810","2020-04-09 15:00:00","53.000","19.000","4.100","24.700","0.470","1010.600","","0.000","-99.000","-99.000","-99.000","24.700","","16.900",""
"C0G830","2020-04-09 15:00:00","27.000","357.000","3.900","24.900","0.650","1010.500","","0.000","-99.000","-99.000","-99.000","25.100","","17.600",""
"C0A550","2020-04-09 15:00:00","422.000","0.000","0.000","17.900","0.850","971.000","","0.500","-99.000","-99.000","-99.000","19.200","","13.800",""
"C0G750","2020-04-09 15:00:00","31.000","340.000","3.500","25.300","0.510","1012.400","","-99.000","9.100","12.000","","25.400","","17.700",""
"C0Z270","2020-04-09 15:00:00","343.000","60.000","3.400","19.300","0.670","979.100","","0.000","-99.000","-99.000","-99.000","19.700","","17.400",""
"C0UA30","2020-04-09 15:00:00","1397.000","116.000","1.800","9.700","1.000","864.100","","0.500","-99.000","-99.000","-99.000","13.000","","8.600",""
"C0I080","2020-04-09 15:00:00","536.000","349.000","0.800","23.500","0.660","957.000","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0UA00","2020-04-09 15:00:00","392.000","73.000","0.300","18.800","0.730","974.900","","0.500","-99.000","-99.000","-99.000","18.800","","14.800",""
"C0AD40","2020-04-09 15:00:00","32.000","69.000","2.300","22.800","0.580","1014.000","","1.500","-99.000","-99.000","-99.000","22.800","","17.100",""
"C0G900","2020-04-09 15:00:00","20.000","20.000","6.300","23.800","0.700","1012.300","","0.000","12.100","26.000","","24.400","","19.700",""
"C0S660","2020-04-09 15:00:00","794.000","86.000","1.400","17.700","0.900","929.100","","0.000","-99.000","-99.000","-99.000","20.400","","14.800",""
"C0M640","2020-04-09 15:00:00","155.000","4.000","3.500","25.400","0.570","996.800","","0.000","-99.000","-99.000","-99.000","26.300","","17.700",""
"C0R660","2020-04-09 15:00:00","20.000","293.000","2.400","25.900","0.700","1013.400","","0.000","-99.000","-99.000","-99.000","25.900","","20.300",""
"C0UA10","2020-04-09 15:00:00","1711.000","0.000","0.000","8.900","1.000","834.600","","2.000","-99.000","-99.000","-99.000","11.100","","8.800",""
"C0V770","2020-04-09 15:00:00","26.000","270.000","1.700","27.800","0.520","1011.500","","0.000","-99.000","-99.000","-99.000","28.300","","19.100",""
"C0E730","2020-04-09 15:00:00","26.000","56.000","1.400","25.400","0.430","1012.000","","0.000","6.900","59.000","","25.600","","17.900",""
"C0V810","2020-04-09 15:00:00","32.000","311.000","3.900","24.600","0.720","1010.200","","0.000","-99.000","-99.000","-99.000","25.400","","19.500",""
"C0A9C0","2020-04-09 15:00:00","35.000","117.000","2.700","22.300","0.630","1014.400","","2.000","-99.000","-99.000","-99.000","23.600","","17.700",""
"C0X310","2020-04-09 15:00:00","9.000","342.000","9.700","22.900","0.720","1015.300","","0.000","-99.000","-99.000","-99.000","23.700","","19.400",""
"C0K280","2020-04-09 15:00:00","23.000","354.000","4.000","25.600","0.570","1014.900","","0.000","-99.000","-99.000","-99.000","25.900","","17.400",""
"C0M650","2020-04-09 15:00:00","20.000","347.000","4.100","25.000","0.550","1013.200","","0.000","-99.000","-99.000","-99.000","25.500","","18.000",""
"C0S910","2020-04-09 15:00:00","212.000","32.000","7.900","22.600","0.990","993.100","","0.500","-99.000","-99.000","-99.000","25.300","","20.700",""
"C0D570","2020-04-09 15:00:00","15.000","28.000","0.500","26.500","0.500","1015.000","","0.000","-99.000","-99.000","-99.000","26.700","","17.600",""
"C0M710","2020-04-09 15:00:00","15.000","350.000","4.900","24.500","0.560","1013.800","","0.000","-99.000","-99.000","-99.000","24.900","","18.700",""
"C0V490","2020-04-09 15:00:00","20.000","351.000","2.200","25.500","0.600","1012.900","","0.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0E870","2020-04-09 15:00:00","34.000","36.000","3.600","25.700","0.390","1013.700","","0.000","-99.000","-99.000","-99.000","25.700","","17.800",""
"C0M800","2020-04-09 15:00:00","440.000","220.000","1.300","25.300","0.610","964.900","","0.000","7.200","233.000","","26.400","","17.400",""
"C0A570","2020-04-09 15:00:00","360.000","0.000","0.000","20.700","0.670","977.200","","2.500","-99.000","-99.000","-99.000","20.700","","14.500",""
"C0S790","2020-04-09 15:00:00","236.000","18.000","1.400","20.200","0.880","991.100","","0.500","-99.000","-99.000","-99.000","25.900","","18.200",""
"C0D590","2020-04-09 15:00:00","143.000","49.000","2.500","23.000","0.700","1001.500","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0U990","2020-04-09 15:00:00","31.000","203.000","0.800","22.400","0.610","1015.900","","0.000","-99.000","-99.000","-99.000","22.400","","18.400",""
"C0M700","2020-04-09 15:00:00","150.000","338.000","1.200","26.400","0.570","998.200","","0.000","6.300","13.000","","27.600","","17.200",""
"C0A970","2020-04-09 15:00:00","96.000","344.000","5.000","19.800","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","21.100","","16.000",""
"CM0110","2020-04-09 15:00:00","7.000","26.000","5.500","23.800","0.560","1014.700","","-99.000","10.800","20.000","","24.000","","18.900",""
"C0S940","2020-04-09 15:00:00","150.000","19.000","2.400","20.100","0.770","999.900","","0.000","-99.000","-99.000","-99.000","21.700","","19.800",""
"C0X250","2020-04-09 15:00:00","33.000","13.000","2.900","25.900","0.520","1011.200","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0K520","2020-04-09 15:00:00","10.000","5.000","3.100","24.500","0.590","1013.200","","0.000","9.400","6.000","","24.900","","18.200",""
"C0Z200","2020-04-09 15:00:00","153.000","357.000","1.000","20.400","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","22.000","","17.900",""
"C0V740","2020-04-09 15:00:00","60.000","263.000","1.600","28.900","0.440","1008.100","","0.000","-99.000","-99.000","-99.000","28.900","","18.700",""
"C0G860","2020-04-09 15:00:00","45.000","319.000","3.500","27.400","0.400","1009.200","","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0Z250","2020-04-09 15:00:00","1124.000","0.000","0.100","13.300","0.990","892.800","","7.500","-99.000","-99.000","-99.000","15.900","","12.500",""
"C0K440","2020-04-09 15:00:00","35.000","329.000","5.700","24.500","0.600","1011.100","","0.000","-99.000","-99.000","-99.000","24.600","","17.400",""
"C0T900","2020-04-09 15:00:00","160.000","243.000","0.500","19.800","0.670","998.200","","0.000","-99.000","-99.000","-99.000","21.900","","17.900",""
"C0F9V0","2020-04-09 15:00:00","525.000","31.000","3.000","24.300","0.580","956.600","","0.000","-99.000","-99.000","-99.000","24.300","","16.900",""
"C0UA20","2020-04-09 15:00:00","2619.000","204.000","2.400","11.900","0.680","-99.000","","0.000","-99.000","-99.000","-99.000","13.200","","5.200",""
"C0M850","2020-04-09 15:00:00","695.000","0.000","0.000","23.800","0.660","935.900","","0.000","-99.000","-99.000","-99.000","26.700","","16.700",""
"C0C620","2020-04-09 15:00:00","19.000","28.000","4.000","24.300","0.750","1014.300","","0.000","-99.000","-99.000","-99.000","25.600","","19.400",""
"C0I360","2020-04-09 15:00:00","300.000","228.000","2.300","24.700","0.580","979.600","","0.000","-99.000","-99.000","-99.000","26.200","","17.700",""
"C0M810","2020-04-09 15:00:00","1354.000","297.000","1.800","18.400","0.870","867.300","","0.000","-99.000","-99.000","-99.000","21.000","","12.700",""
"C0AC80","2020-04-09 15:00:00","40.000","47.000","3.300","21.900","0.640","1013.200","","1.000","-99.000","-99.000","-99.000","22.300","","17.500",""
"CM0140","2020-04-09 15:00:00","26.000","24.000","1.900","21.900","0.610","1014.900","","0.000","-99.000","-99.000","-99.000","23.800","","20.500",""
"C0SA20","2020-04-09 15:00:00","857.000","19.000","1.900","15.800","1.000","920.700","","2.000","-99.000","-99.000","-99.000","19.500","","14.700",""
"C0K490","2020-04-09 15:00:00","91.000","329.000","2.100","26.800","0.490","1004.000","","0.000","-99.000","-99.000","-99.000","26.900","","17.600",""
"C0V820","2020-04-09 15:00:00","441.000","208.000","2.100","27.300","0.540","966.500","","0.000","-99.000","-99.000","-99.000","27.800","","16.500",""
"C0S810","2020-04-09 15:00:00","65.000","21.000","2.400","21.600","0.680","1011.700","","0.000","8.800","35.000","","23.300","","19.300",""
"C0R580","2020-04-09 15:00:00","10.000","204.000","2.500","26.800","0.600","1013.400","","0.000","-99.000","-99.000","-99.000","27.100","","20.300",""
"C0Z330","2020-04-09 15:00:00","488.000","349.000","1.700","16.900","0.990","964.000","","0.500","-99.000","-99.000","-99.000","20.500","","16.400",""
"C0E590","2020-04-09 15:00:00","40.000","35.000","2.500","26.000","0.380","1010.300","","0.000","7.900","23.000","","26.000","","17.600",""
"C0D540","2020-04-09 15:00:00","227.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K420","2020-04-09 15:00:00","42.000","5.000","3.900","25.500","0.520","1009.900","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0Z180","2020-04-09 15:00:00","34.000","218.000","0.700","22.100","0.670","1013.400","","0.500","-99.000","-99.000","-99.000","22.300","","19.200",""
"C0AD10","2020-04-09 15:00:00","27.000","21.000","3.000","22.300","0.690","1014.600","","1.000","11.000","17.000","","23.200","","17.500",""
"C0M720","2020-04-09 15:00:00","225.000","307.000","3.000","25.200","0.580","988.900","","0.000","-99.000","-99.000","-99.000","25.800","","17.200",""
"C0V450","2020-04-09 15:00:00","51.000","298.000","2.100","28.000","0.420","1008.500","","0.000","-99.000","-99.000","-99.000","28.500","","19.600",""
"C0R280","2020-04-09 15:00:00","242.000","52.000","1.800","23.500","0.850","988.400","","0.000","-99.000","-99.000","-99.000","26.200","","18.300",""
"C0E610","2020-04-09 15:00:00","850.000","0.000","0.200","21.700","0.570","921.600","","0.000","-99.000","-99.000","-99.000","22.800","","14.100",""
"C0Z310","2020-04-09 15:00:00","59.000","353.000","0.700","20.800","0.860","1010.700","","0.000","-99.000","-99.000","-99.000","22.000","","19.200",""
"C0S700","2020-04-09 15:00:00","507.000","110.000","0.400","17.700","0.990","960.300","","0.000","-99.000","-99.000","-99.000","21.300","","15.600",""
"C0T9G0","2020-04-09 15:00:00","605.000","38.000","1.600","15.400","0.990","951.300","","0.500","-99.000","-99.000","-99.000","19.200","","15.000",""
"C0U520","2020-04-09 15:00:00","517.000","0.000","0.200","19.700","0.990","961.800","","0.500","-99.000","-99.000","-99.000","21.000","","14.400",""
"C0E750","2020-04-09 15:00:00","62.000","57.000","2.400","25.500","0.360","1008.100","","0.000","8.300","58.000","","25.500","","17.800",""
"C0G660","2020-04-09 15:00:00","27.000","345.000","4.000","26.900","0.510","1013.500","","0.000","-99.000","-99.000","-99.000","27.300","","18.400",""
"C0U720","2020-04-09 15:00:00","1260.000","139.000","0.600","11.300","1.000","890.700","","2.000","-99.000","-99.000","-99.000","15.000","","10.600",""
"C0R690","2020-04-09 15:00:00","248.000","19.000","1.400","23.600","0.810","986.700","","0.000","-99.000","-99.000","-99.000","27.400","","18.500",""
"C0X150","2020-04-09 15:00:00","18.000","8.000","4.700","26.300","0.570","1014.300","","0.000","-99.000","-99.000","-99.000","27.300","","18.700",""
"C0Z050","2020-04-09 15:00:00","830.000","156.000","0.700","15.100","0.940","925.900","","0.000","-99.000","-99.000","-99.000","17.400","","14.100",""
"C0I490","2020-04-09 15:00:00","1601.000","266.000","3.600","17.900","0.770","843.200","","0.500","-99.000","-99.000","-99.000","20.400","","11.700",""
"C0I090","2020-04-09 15:00:00","910.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X240","2020-04-09 15:00:00","394.000","328.000","1.300","25.200","0.600","971.000","","0.000","-99.000","-99.000","-99.000","25.900","","16.000",""
"C0S990","2020-04-09 15:00:00","409.000","26.000","4.400","19.700","0.960","970.400","","1.000","-99.000","-99.000","-99.000","23.400","","18.600",""
"C0E850","2020-04-09 15:00:00","104.000","21.000","1.200","24.400","0.510","1003.600","","0.000","-99.000","-99.000","-99.000","24.400","","16.400",""
"C0T9B0","2020-04-09 15:00:00","558.000","254.000","0.700","16.700","0.890","955.100","","0.000","-99.000","-99.000","-99.000","17.900","","16.200",""
"C0G650","2020-04-09 15:00:00","34.000","357.000","1.500","28.100","0.410","1010.500","","0.000","-99.000","-99.000","-99.000","28.400","","18.800",""
"C0K580","2020-04-09 15:00:00","26.000","348.000","3.300","26.300","0.560","1013.300","","0.000","-99.000","-99.000","-99.000","26.600","","17.900",""
"C0X050","2020-04-09 15:00:00","25.000","326.000","4.500","27.400","0.580","1010.900","","0.000","-99.000","-99.000","-99.000","28.000","","17.600",""
"CM0100","2020-04-09 15:00:00","25.000","106.000","2.800","23.800","0.490","1014.000","","0.000","8.600","146.000","","23.800","","19.000",""
"C0AC70","2020-04-09 15:00:00","71.000","88.000","0.400","22.400","0.640","1009.900","","0.500","-99.000","-99.000","-99.000","22.900","","17.300",""
"CM0130","2020-04-09 15:00:00","11.000","338.000","7.600","22.600","0.700","1014.900","","0.000","-99.000","-99.000","-99.000","22.900","","20.000",""
"C0W110","2020-04-09 15:00:00","16.000","27.000","4.600","17.500","0.720","1017.600","","0.000","-99.000","-99.000","-99.000","17.500","","14.700",""
"C0R670","2020-04-09 15:00:00","26.000","237.000","1.900","26.300","0.680","1013.500","","0.000","-99.000","-99.000","-99.000","26.700","","20.500",""
"C0X120","2020-04-09 15:00:00","28.000","341.000","3.600","26.300","0.550","1012.900","","0.000","9.400","7.000","","27.300","","18.600",""
"C0R100","2020-04-09 15:00:00","1006.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C700","2020-04-09 15:00:00","151.000","72.000","2.400","22.000","0.550","1000.400","","0.000","-99.000","-99.000","-99.000","22.100","","17.000",""
"C0W130","2020-04-09 15:00:00","18.000","21.000","5.600","21.700","0.760","1013.300","","0.000","11.800","32.000","","21.800","","19.300",""
"C0F9R0","2020-04-09 15:00:00","20.000","21.000","3.100","24.700","0.550","1013.600","","0.000","12.000","21.000","","24.900","","18.700",""
"C0G780","2020-04-09 15:00:00","27.000","354.000","3.300","25.800","0.490","1011.800","","0.000","-99.000","-99.000","-99.000","26.200","","18.900",""
"C0C590","2020-04-09 15:00:00","72.000","28.000","3.300","21.700","0.740","1008.600","","0.000","-99.000","-99.000","-99.000","22.900","","17.500",""
"C0M790","2020-04-09 15:00:00","15.000","5.000","1.700","25.900","0.530","1012.200","","0.000","-99.000","-99.000","-99.000","26.400","","18.200",""
"C0R130","2020-04-09 15:00:00","1040.000","265.000","2.000","20.300","0.840","898.600","","0.000","-99.000","-99.000","-99.000","23.900","","16.300",""
"C0AH30","2020-04-09 15:00:00","755.000","22.000","3.800","16.200","0.990","933.100","","2.000","-99.000","-99.000","-99.000","16.900","","12.700",""
"C0X170","2020-04-09 15:00:00","50.000","332.000","2.100","27.900","0.530","1008.400","","0.000","-99.000","-99.000","-99.000","28.700","","18.500",""
"C0K291","2020-04-09 15:00:00","8.000","1.000","6.300","24.900","0.580","1014.700","","0.000","-99.000","-99.000","-99.000","24.900","","18.500",""
"C0D480","2020-04-09 15:00:00","223.000","0.000","0.000","21.600","0.650","990.700","","0.000","-99.000","-99.000","-99.000","22.400","","16.300",""
"C0F0C0","2020-04-09 15:00:00","983.000","23.000","0.400","20.200","0.740","906.000","","0.000","-99.000","-99.000","-99.000","20.400","","14.800",""
"C0U860","2020-04-09 15:00:00","5.000","42.000","2.500","22.800","0.660","1017.800","","0.000","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0UA50","2020-04-09 15:00:00","808.000","318.000","1.900","14.200","0.900","926.700","","0.500","9.600","277.000","","14.600","","13.000",""
"C0X320","2020-04-09 15:00:00","30.000","347.000","4.700","27.200","0.550","1010.700","","0.000","-99.000","-99.000","-99.000","27.700","","17.500",""
"C0T960","2020-04-09 15:00:00","120.000","313.000","0.900","20.000","0.850","1004.300","","0.000","-99.000","-99.000","-99.000","22.900","","17.900",""
"C0SA80","2020-04-09 15:00:00","136.000","86.000","0.800","21.500","0.870","1000.800","","0.000","-99.000","-99.000","-99.000","25.100","","18.000",""
"C0E780","2020-04-09 15:00:00","160.000","302.000","0.800","25.900","0.440","997.300","","0.000","-99.000","-99.000","-99.000","25.900","","17.400",""
"C0F9Q0","2020-04-09 15:00:00","149.000","10.000","6.800","25.800","0.430","996.800","","0.000","-99.000","-99.000","-99.000","25.900","","17.600",""
"C0F9X0","2020-04-09 15:00:00","166.000","33.000","6.900","24.600","0.400","1001.000","","0.000","12.700","46.000","","24.800","","17.800",""
"C0F0D0","2020-04-09 15:00:00","3171.000","189.000","1.300","9.400","0.680","697.500","","0.000","-99.000","-99.000","-99.000","10.700","","2.200",""
"C0S730","2020-04-09 15:00:00","110.000","27.000","10.000","21.800","0.850","1003.100","","0.000","15.700","32.000","","23.600","","21.700",""
"C0T790","2020-04-09 15:00:00","2830.000","301.000","0.700","15.000","0.540","727.100","","0.000","-99.000","-99.000","-99.000","15.000","","5.600",""
"C0V750","2020-04-09 15:00:00","50.000","303.000","3.000","27.600","0.530","1009.900","","0.000","-99.000","-99.000","-99.000","28.500","","19.400",""
"C0K530","2020-04-09 15:00:00","12.000","17.000","6.800","23.400","0.620","1014.100","","0.000","-99.000","-99.000","-99.000","24.100","","18.800",""
"C0M780","2020-04-09 15:00:00","30.000","347.000","1.900","27.000","0.500","1011.900","","0.000","7.700","11.000","","27.200","","18.000",""
"C0V360","2020-04-09 15:00:00","94.000","336.000","1.700","30.300","0.420","1003.300","","0.000","-99.000","-99.000","-99.000","30.500","","17.500",""
"C0K510","2020-04-09 15:00:00","10.000","1.000","3.900","25.000","0.570","1013.400","","0.000","-99.000","-99.000","-99.000","25.000","","17.700",""
"C0D650","2020-04-09 15:00:00","97.000","40.000","4.600","22.000","0.700","1006.000","","0.000","-99.000","-99.000","-99.000","23.300","","17.800",""
"C0V630","2020-04-09 15:00:00","19.000","334.000","2.400","25.300","0.610","1012.600","","0.000","-99.000","-99.000","-99.000","26.200","","19.200",""
"C0U910","2020-04-09 15:00:00","17.000","350.000","1.500","22.300","0.550","1016.400","","0.000","-99.000","-99.000","-99.000","22.300","","18.500",""
"C0U600","2020-04-09 15:00:00","10.000","158.000","0.400","22.100","0.650","1016.900","","0.000","-99.000","-99.000","-99.000","22.400","","17.900",""
"C0G820","2020-04-09 15:00:00","29.000","4.000","1.200","27.300","0.510","1010.900","","0.000","-99.000","-99.000","-99.000","27.700","","18.200",""
"C0R590","2020-04-09 15:00:00","72.000","313.000","2.900","28.600","0.480","1005.700","","0.000","-99.000","-99.000","-99.000","29.000","","19.500",""
"C0A9E0","2020-04-09 15:00:00","26.000","78.000","1.300","23.300","0.560","1015.400","","1.000","-99.000","-99.000","-99.000","23.700","","17.500",""
"C0R480","2020-04-09 15:00:00","57.000","223.000","2.000","28.600","0.500","1007.000","","0.000","-99.000","-99.000","-99.000","29.400","","19.900",""
"C0X300","2020-04-09 15:00:00","70.000","330.000","0.300","26.900","0.560","1006.500","","0.000","-99.000","-99.000","-99.000","28.000","","17.400",""
"C0U970","2020-04-09 15:00:00","7.000","215.000","1.100","22.100","0.630","1018.800","","0.000","-99.000","-99.000","-99.000","22.700","","17.900",""
"C0R340","2020-04-09 15:00:00","230.000","24.000","2.900","23.200","0.820","988.700","","0.000","-99.000","-99.000","-99.000","27.100","","16.800",""
"C0M750","2020-04-09 15:00:00","10.000","6.000","5.600","25.000","0.530","1013.900","","0.000","-99.000","-99.000","-99.000","25.500","","18.700",""
"C0I110","2020-04-09 15:00:00","161.000","46.000","1.400","26.500","0.540","997.000","","0.000","-99.000","-99.000","-99.000","27.000","","18.800",""
"C0V370","2020-04-09 15:00:00","74.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C690","2020-04-09 15:00:00","242.000","94.000","1.200","21.200","0.580","989.900","","0.500","-99.000","-99.000","-99.000","21.600","","16.100",""
